Observation.Date,Year,Species,General.Type,eBird.Group,Count,Substrate,Repeat.Observation,Sex,Breeding.Activity,Slough.Water.Elevation..ft.
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Bewick's Wren,Insectivores - Terrestrial,Wrens,2,,No,,,4.85
11/15/2019,2019,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Other,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Bare ground,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Bare ground,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Air/Flyover,No,,,4.85
11/15/2019,2019,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Log,No,,,4.85
11/15/2019,2019,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Black-necked Stilt,Shorebirds,Shorebirds,2,Water - Wading,No,,,4.85
11/15/2019,2019,Black-necked Stilt,Shorebirds,Shorebirds,2,Mud,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,3,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,3,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,2,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Burrowing Owl,Raptors,Owls,1,Habitat Feature - Hibernacula,No,,,4.85
11/15/2019,2019,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Canada Goose,Waterfowl & Friends,Waterfowl,66,Mud,No,,,4.85
11/15/2019,2019,Canada Goose,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,4.85
11/15/2019,2019,Canada Goose,Waterfowl & Friends,Waterfowl,37,Air/Flyover,No,,,4.85
11/15/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Building,No,,,4.85
11/15/2019,2019,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Habitat Feature - Snag,No,,,4.85
11/15/2019,2019,European Starling,Insectivores - Terrestrial,Starlings and Mynas,1,Habitat Feature - Snag,No,,,4.85
11/15/2019,2019,European Starling,Insectivores - Terrestrial,Starlings and Mynas,20,Bare ground,No,,,4.85
11/15/2019,2019,Great Blue Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,4.85
11/15/2019,2019,Great Blue Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,4.85
11/15/2019,2019,Great Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,4.85
11/15/2019,2019,Great Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",3,Water - Wading,No,,,4.85
11/15/2019,2019,Greater Yellowlegs,Shorebirds,Shorebirds,1,Mud,No,,,4.85
11/15/2019,2019,Hairy Woodpecker,Insectivores - Terrestrial,Woodpeckers,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Hermit Thrush,Insectivores - Terrestrial,Thrushes,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",10,Vegetation - Tree,No,,,4.85
11/15/2019,2019,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",5,Building,No,,,4.85
11/15/2019,2019,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Fence,No,,,4.85
11/15/2019,2019,House Sparrow,Omnivores,Old World Sparrows,5,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,House Wren,Insectivores - Terrestrial,Wrens,1,,No,,,4.85
11/15/2019,2019,Killdeer,Shorebirds,Shorebirds,2,Mud,No,,,4.85
11/15/2019,2019,Killdeer,Shorebirds,Shorebirds,30,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Killdeer,Shorebirds,Shorebirds,4,Bare ground,No,,,4.85
11/15/2019,2019,Killdeer,Shorebirds,Shorebirds,20,Bare ground,No,,,4.85
11/15/2019,2019,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Least Sandpiper,Shorebirds,Shorebirds,1,Water - Wading,No,,,4.85
11/15/2019,2019,Least Sandpiper,Shorebirds,Shorebirds,2,Mud,No,,,4.85
11/15/2019,2019,Lincoln's Sparrow,Insectivores - Terrestrial,New World Sparrows,1,,No,,,4.85
11/15/2019,2019,Mallard,Waterfowl & Friends,Waterfowl,9,Water - Floating,No,,,4.85
11/15/2019,2019,Mallard,Waterfowl & Friends,Waterfowl,6,,No,,,4.85
11/15/2019,2019,Mallard,Waterfowl & Friends,Waterfowl,39,Water - Floating,No,,,4.85
11/15/2019,2019,Mallard,Waterfowl & Friends,Waterfowl,6,Water - Floating,No,,,4.85
11/15/2019,2019,Mallard,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,4.85
11/15/2019,2019,Merlin,Raptors,Falcons and Caracaras,1,Air/Flyover,No,,,4.85
11/15/2019,2019,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Building,No,,,4.85
11/15/2019,2019,Northern Flicker,Insectivores - Terrestrial,Woodpeckers,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Northern Mockingbird,Omnivores,"Catbirds, Mockingbirds, and Thrashers",1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Northern Pintail,Waterfowl & Friends,Waterfowl,5,Water - Floating,No,,,4.85
11/15/2019,2019,Northern Pintail,Waterfowl & Friends,Waterfowl,4,Water - Floating,Yes,,,4.85
11/15/2019,2019,Orange-crowned Warbler,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Pied-billed Grebe,Waterfowl & Friends,Grebes,1,Water - Floating,No,,,4.85
11/15/2019,2019,Red-breasted Nuthatch,Insectivores - Terrestrial,Nuthatches,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Red-shouldered Hawk,Raptors,"Vultures, Hawks, and Allies",1,Habitat Feature - Snag,No,,,4.85
11/15/2019,2019,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",2,Air/Flyover,No,,,4.85
11/15/2019,2019,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,7,,No,,,4.85
11/15/2019,2019,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,20,Building,No,,,4.85
11/15/2019,2019,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,1,Building,No,,,4.85
11/15/2019,2019,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,Yes,,,4.85
11/15/2019,2019,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,,No,,,4.85
11/15/2019,2019,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,14,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.85
11/15/2019,2019,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Hibernacula,No,,,4.85
11/15/2019,2019,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Snag,No,,,4.85
11/15/2019,2019,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,15,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,10,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,5,Air/Flyover,No,,,4.85
11/15/2019,2019,Snowy Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",3,Water - Wading,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Sora,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Spotted Sandpiper,Shorebirds,Shorebirds,1,Mud,No,,,4.85
11/15/2019,2019,Tropical Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Turkey Vulture,Raptors,"Vultures, Hawks, and Allies",1,Air/Flyover,No,,,4.85
11/15/2019,2019,Turkey Vulture,Raptors,"Vultures, Hawks, and Allies",1,Air/Flyover,No,,,4.85
11/15/2019,2019,Western Bluebird,Insectivores - Terrestrial,Thrushes,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Western Bluebird,Insectivores - Terrestrial,Thrushes,2,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Western Bluebird,Insectivores - Terrestrial,Thrushes,3,Building,No,,,4.85
11/15/2019,2019,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,27,Bare ground,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,15,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,10,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,8,Vegetation - Tree,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,6,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,8,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Tree,No,,,4.85
11/15/2019,2019,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,8,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,15,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,5,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,6,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,9,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,5,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,10,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,7,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,10,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,6,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,20,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Building,No,,,4.85
11/15/2019,2019,Yellow-rumped Warbler,Warblers,Wood-Warblers,20,Vegetation - Herbaceous,No,,,4.85
11/16/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Bare ground,No,,,4.5
11/16/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Vegetation - Tree,No,,,4.5
11/16/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",4,Bare ground,No,,,4.5
11/16/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Vegetation - Herbaceous,No,,,4.5
11/16/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Fence,No,,,4.5
11/16/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",48,Bare ground,No,,,4.5
11/16/2017,2017,American Kestrel,Raptors,Falcons and Caracaras,2,Habitat Feature - Snag,No,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Mud,No,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Habitat Feature - Log,Yes,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,2,Mud,Yes,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,3,Vegetation - Herbaceous,Yes,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Vegetation - Herbaceous,No,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,6,Bare ground,No,,,4.5
11/16/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Mud,No,,,4.5
11/16/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.5
11/16/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,4.5
11/16/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.5
11/16/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.5
11/16/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.5
11/16/2017,2017,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,4.5
11/16/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.5
11/16/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.5
11/16/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.5
11/16/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.5
